Gene_acc,Gene_id,logFC,log_AveExpr,FDR,Desc,chro,domain
7524,Tb427_070054300,0.19025457672856835,5.94604712509329,0.020773623550820828,hypothetical protein  conserved,Chr7_core_Tb427v10,
7525,Tb427_070053200,0.1904166177789005,6.482620633975966,0.004572655497895383,hypothetical protein  conserved,Chr7_core_Tb427v10,CytochromB561_N
7526,Tb427_010014700,0.19074218010603866,7.342981295232942,0.011664134435962344,hypothetical protein  conserved,Chr1_core_Tb427v10,mRING-H2-C3H3C2_WDR24
7527,Tb427_090068000,0.1908047324513004,6.381133902334058,0.023887281278583968,hypothetical protein  conserved,Chr9_core_Tb427v10,Smc superfamily
7528,Tb427_110141600,0.19091850512047254,6.458524505055037,0.0030747512602160303,Calcineurin-like phosphoesterase  putative,Chr11_core_Tb427v10,MPP_superfamily superfamily; ZapB
7529,Tb427_100068400,0.1911088529065787,9.26233413201389,0.02251765205563308,TCP-1/cpn60 chaperonin family  putative,Chr10_core_Tb427v10,PTZ00114
7530,Tb427_070013700,0.19120152800694146,5.1042626543137875,0.026347150298742596,hypothetical protein  conserved,Chr7_core_Tb427v10,
7531,Tb427_110133800,0.1914155033446905,8.306894952494448,0.020145295318951945,Ribosomal protein S14p/S29e  putative,Chr11_core_Tb427v10,PTZ00218
7532,Tb427_100132300,0.19143537477551067,7.15391949130496,0.007631364155623911,Microtubule binding/Kinesin motor domain containing protein  putative,Chr10_core_Tb427v10,Motor_domain superfamily; Smc superfamily; Smc superfamily
7533,Tb427_030018700,0.19145384428194975,7.611603961768058,0.01914304500426885,hypothetical protein  conserved,Chr3_core_Tb427v10,MDN1 superfamily
7534,Tb427_030044500,0.19145592013612936,6.7576171666439215,0.00468312919047139,hypothetical protein  conserved,Chr3_core_Tb427v10,
7535,Tb427_040040800,0.19165780934535054,6.960887341401406,0.011467974355902978,Ubiquitin family/Ubiquitin carboxyl-terminal hydrolase  putative,Chr4_core_Tb427v10,Peptidase_C19A; Ubiquitin_like_fold superfamily
7536,Tb427_060044400,0.1916609622922288,6.4638541038248984,0.004732945008320274,Autophagy-related protein 27  putative,Chr6_core_Tb427v10,ATG27
7537,Tb427_090019000,0.19172190139378234,6.16206754062373,0.013437699272954585,hypothetical protein  conserved,Chr9_core_Tb427v10,
7538,Tb427_060037000,0.19193297740059906,6.488748386334622,0.005942333954738135,hypothetical protein  conserved,Chr6_core_Tb427v10,
7539,Tb427_100082300,0.19238738141691386,7.085290146472025,0.0066177776157298855,AAA domain (dynein-related subfamily)/ATPase family associated with various cellular activities (AAA)/AAA+ lid domain/Peptidase family M41  putative,Chr10_core_Tb427v10,FtsH_fam superfamily
7540,Tb427_090085000,0.19267714641780226,7.5670490626128535,0.009070492539614571,hypothetical protein  conserved,Chr9_core_Tb427v10,Laminin_G_3
7541,Tb427_110020100,0.19357112263415632,7.115816953027935,0.01993288262150821,Acyl-CoA dehydrogenase  N-terminal domain/Acyl-CoA dehydrogenase  middle domain/Acyl-CoA dehydrogenase  C-terminal domain containing protein  putative,Chr11_core_Tb427v10,PTZ00461
7542,Tb427_110071500,0.19379583581326906,3.0408452210798496,0.22071510606859454,hypothetical protein  conserved,Chr11_core_Tb427v10,
7543,Tb427_110099700,0.19425792582787133,5.275528516233751,0.0556585232768387,hypothetical protein  conserved,Chr11_core_Tb427v10,AdoMet_MTases superfamily
7544,Tb427_110174700,0.19430938889519744,6.45228628527851,0.003158614758841785,hypothetical protein  conserved,Chr11_core_Tb427v10,TPR_12
7545,Tb427_040010500,0.19440187412634927,5.8756383758424136,0.010181588740493354,hypothetical protein  conserved,Chr4_core_Tb427v10,
7546,Tb427_030054100,0.19455765415265,7.104096187698254,0.009516531326872352,Ankyrin repeats (many copies)/Ankyrin repeats (3 copies)/Ankyrin repeat  putative,Chr3_core_Tb427v10,Ank_2; Ank_2
7547,Tb427_110026200,0.1945586625800245,6.7730823444687775,0.007338093196727178,PCI domain/Proteasome regulatory subunit C-terminal  putative,Chr11_core_Tb427v10,PCI; Rpn3_C
7548,Tb427_060055800,0.1946131856511917,7.503745448341769,0.011492124283508187,Protein of unknown function (DUF3808)  putative,Chr6_core_Tb427v10,DUF3808
7549,Tb427_080073200,0.19470188098180416,7.096123141379691,0.008552520207390906,DEAD/DEAH box helicase/Helicase conserved C-terminal domain/RecQ zinc-binding/HRDC domain containing protein  putative,Chr8_core_Tb427v10,recQ_fam superfamily; HRDC; PHA03247 superfamily
7550,Tb427_110076200,0.1947167329438345,5.790968216364052,0.004424971211227019,hypothetical protein  conserved,Chr11_core_Tb427v10,PHA03307 superfamily
7551,Tb427_000835900,0.19473891041196373,3.588758318353431,0.1868446995263621,hypothetical protein  conserved,unitig_427_Tb427v10,
7552,Tb427_100167300,0.19482548791498508,5.6269728317253485,0.014166422398065788,hypothetical protein  conserved,Chr10_core_Tb427v10,
7553,Tb427_080016300,0.19495264408146065,3.4098476415775893,0.23930871336450574,hypothetical protein,Chr8_core_Tb427v10,
7554,Tb427_100066600,0.19502143188881865,5.611723541242231,0.01231407460083235,Ras of Complex  Roc  domain of DAPkinase/Ras family  putative,Chr10_core_Tb427v10,P-loop_NTPase superfamily
7555,Tb427_090051900,0.19528787024425667,6.6502418963674375,0.0038377355374461424,ALG11 mannosyltransferase N-terminus/Glycosyl transferases group 1  putative,Chr9_core_Tb427v10,GT4_ALG11-like
7556,Tb427_040041200,0.19535418693770149,5.211751409764343,0.02199776974486536,hypothetical protein  conserved,Chr4_core_Tb427v10,
7557,Tb427_040054800,0.1954287345630894,4.714903238575017,0.07571434730833923,Maf1 regulator  putative,Chr4_core_Tb427v10,Maf1
7558,Tb427_110096100,0.19598291617480346,7.011627523936852,0.009735975113249615,Leucine Rich repeat  putative,Chr11_core_Tb427v10,LRR_RI superfamily
7559,Tb427_110179500,0.19605967706156505,5.609254692139295,0.005787251588217538,FYVE zinc finger containing protein  putative,Chr11_core_Tb427v10,FYVE
7560,Tb427_040038300,0.1962508124841948,9.629138251182775,0.01093555681229968,Ribosomal protein L13  putative,Chr4_core_Tb427v10,PTZ00068
7561,Tb427_100154200,0.19649451587854266,5.56850087859228,0.006393203672229546,Protein of unknown function (DUF1279)  putative,Chr10_core_Tb427v10,
7562,Tb427_040015400,0.1966897864890024,6.675564549716854,0.003210197846234151,hypothetical protein  conserved,Chr4_core_Tb427v10,VHS_ENTH_ANTH superfamily
7563,Tb427_090025800,0.19694382275905287,5.87826071747367,0.01376064639093822,hypothetical protein  conserved,Chr9_core_Tb427v10,
7564,Tb427_030054200,0.19716145687994655,6.695775441299966,0.00435794956510717,hypothetical protein  conserved,Chr3_core_Tb427v10,
7565,Tb427_030056800,0.19721402954833508,5.684648499701662,0.0054755763496941645,Putative GTPase activating protein for Arf  putative,Chr3_core_Tb427v10,ArfGap
7566,Tb427_080034600,0.19732848810227824,6.069205197260178,0.00534506871861664,hypothetical protein  conserved,Chr8_core_Tb427v10,
7567,Tb427_100100500,0.19744442766821052,6.5828396518643695,0.018558953412734187,hypothetical protein  conserved,Chr10_core_Tb427v10,
7568,Tb427_000755900,0.19755943229690445,6.178948199361496,0.009344278959703628,Retrotransposon hot spot protein  putative,unitig_2332_Tb427v10,RHSP superfamily
7569,Tb427_080085600,0.1977101857105877,7.9046197676426075,0.014340372873938275,Thioredoxin-like/Protein of unknown function (DUF3638)/Protein of unknown function (DUF3645)  putative,Chr8_core_Tb427v10,DUF3638; Thioredoxin_8; DUF3645; Ubiquitin_like_fold superfamily; zf-RanBP
7570,Tb427_000285300,0.1977620557570668,3.1775478446412477,0.2026555562570075,hypothetical protein  conserved,Chr3_3A_Tb427v10,
7571,Tb427_070054900,0.1978818256887833,5.375525883091772,0.053866405809447473,hypothetical protein  conserved,Chr7_core_Tb427v10,
7572,Tb427_070039300,0.1980216063591326,6.173374431323,0.013800555010083912,MORN repeat  putative,Chr7_core_Tb427v10,PLN03185 superfamily; PLN03185 superfamily; mukB superfamily
7573,Tb427_110088700,0.19814019125508425,5.995856451143937,0.0026089762310800065,WD domain  G-beta repeat  putative,Chr11_core_Tb427v10,WD40
7574,Tb427_020026300,0.19815755680486954,6.942239892451648,0.006336915869346778,Tetratricopeptide repeat/Potential Monad-binding region of RPAP3  putative,Chr2_core_Tb427v10,RPAP3_C; PLN03088 superfamily
7575,Tb427_100154000,0.1983158754515801,6.540115345226746,0.009115010436015506,Kinesin motor domain/MORN repeat  putative,Chr10_core_Tb427v10,Motor_domain superfamily; PLN03185 superfamily
7576,Tb427_080070500,0.19854429418980096,6.236960702153759,0.0032097759956423106,Aminomethyltransferase folate-binding domain containing protein  putative,Chr8_core_Tb427v10,YgfZ superfamily
7577,Tb427_070017800,0.199189096274626,6.227597053662256,0.011047630970877598,hypothetical protein  conserved,Chr7_core_Tb427v10,Smc superfamily
7578,Tb427_110135500,0.1991910120652584,7.881207005874224,0.0157614593272108,Adaptin N terminal region/Coatomer gamma subunit appendage platform subdomain/Coatomer subunit gamma-1 C-terminal appendage platform  putative,Chr11_core_Tb427v10,SEC21 superfamily
7579,Tb427_060043200,0.19943906420060045,6.993456747157514,0.004684232438181993,hypothetical protein  conserved,Chr6_core_Tb427v10,SMC_prok_B superfamily
7580,Tb427_010017700,0.1995317108683234,10.616852243922123,0.011974128261261041,Tubulin/FtsZ family  GTPase domain/Tubulin C-terminal domain containing protein  putative,Chr1_core_Tb427v10,PTZ00010
7581,Tb427_110119900,0.19973433480956407,6.031448364894259,0.00965800000391004,GINS complex protein  putative,Chr11_core_Tb427v10,GINS_A_psf2; GINS_B_Psf2
7582,Tb427_090038400,0.19979425356516034,6.23626524370367,0.002610761612356132,3'5'-cyclic nucleotide phosphodiesterase  putative,Chr9_core_Tb427v10,PDEase_I
7583,Tb427_040040600,0.19980962648364994,5.974143555752745,0.0038858023343033843,Protein kinase domain/Protein tyrosine kinase  putative,Chr4_core_Tb427v10,STKc_CAMK
7584,Tb427_050011700,0.1999927491420406,4.8435411952825485,0.041545596983807526,hypothetical protein  conserved,Chr5_core_Tb427v10,
7585,Tb427_110074900,0.20003282845404707,4.46502566762844,0.07555459253107429,Protein kinase domain/Protein tyrosine kinase  putative,Chr11_core_Tb427v10,STKc_LKB1_CaMKK
7586,Tb427_080057700,0.2001755971821325,7.366390386531666,0.008070053282796221,Calcium-dependent channel  7TM region  putative phosphate  putative,Chr8_core_Tb427v10,RSN1_7TM
7587,Tb427_090008900,0.20039383868298327,8.684684087172608,0.041480886260993416,Ribosomal L29 protein  putative,Chr9_core_Tb427v10,Ribosomal_L29
7588,Tb427_100019100,0.2004524772510021,6.179685473473902,0.002842211244653216,hypothetical protein  conserved,Chr10_core_Tb427v10,
7589,Tb427_090067200,0.20048457323912267,7.150648125835925,0.005207351069100674,Fusaric acid resistance protein-like  putative,Chr9_core_Tb427v10,FUSC_2
7590,Tb427_070030500,0.20070361934358968,5.6491104521154405,0.01013148099890844,hypothetical protein  conserved,Chr7_core_Tb427v10,
7591,Tb427_060038300,0.20070545691697528,4.888324320360583,0.02664368561534156,Eukaryotic cytochrome b561  putative,Chr6_core_Tb427v10,Cyt_b561_CYB561D2_like
7592,Tb427_050022300,0.20091210580195648,6.56908174001144,0.004352799143192662,Protein kinase domain/Protein tyrosine kinase  putative,Chr5_core_Tb427v10,PKc_like superfamily
7593,Tb427_090051800,0.2009461544357111,6.673508838330841,0.005462005414500692,hypothetical protein  conserved,Chr9_core_Tb427v10,
7594,Tb427_090055800,0.20101181926846345,6.7885478558401395,0.0041183308937899656,Glycine cleavage H-protein/Biotin-requiring enzyme  putative,Chr9_core_Tb427v10,PRK01202
7595,Tb427_090013100,0.20106026526037316,6.339643711174013,0.0037261676874055594,Protein tyrosine kinase/Protein kinase domain containing protein  putative,Chr9_core_Tb427v10,PKc_like superfamily; PKc_like superfamily
7596,Tb427_110032400,0.20123983004418705,7.066158623310847,0.011467445460291496,hypothetical protein  conserved,Chr11_core_Tb427v10,PTZ00121 superfamily
7597,Tb427_110130900,0.2018862895902621,5.801537664202579,0.007121151621193955,HhH-GPD superfamily base excision DNA repair protein/NUDIX domain containing protein  putative,Chr11_core_Tb427v10,MutY
7598,Tb427_090015100,0.20213545006941655,6.910134352187287,0.00500510121932929,Domain of unknown function (DUF4457)  putative,Chr9_core_Tb427v10,DUF4457
7599,Tb427_110016000,0.2021919258967245,6.417228336857443,0.02698424973439136,Radial spoke protein 3  putative,Chr11_core_Tb427v10,Radial_spoke_3
7600,Tb427_000643000,0.2023365403200273,6.424086197307108,0.004673157894173469,Retrotransposon hot spot protein  putative,unitig_173_Tb427v10,RHSP superfamily
7601,Tb427_110089600,0.20238886656192973,6.926359019751108,0.00664594746517798,Rad51/recA bacterial DNA recombination protein/AAA domain containing protein  putative,Chr11_core_Tb427v10,PTZ00035
7602,Tb427_110099600,0.20245821730211405,6.901928037201118,0.009995002132224306,Protein kinase domain containing protein  putative,Chr11_core_Tb427v10,PKc_like superfamily; WD40
7603,Tb427_040031100,0.20246806982770665,5.704316434508164,0.005093148977466453,hypothetical protein  conserved,Chr4_core_Tb427v10,Smc superfamily
7604,Tb427_030060000,0.20313406876771745,6.312993024845506,0.003041821388585505,Protein kinase domain/Protein tyrosine kinase/Kinase-like  putative,Chr3_core_Tb427v10,PKc_like superfamily
7605,Tb427_100017600,0.2031457336402181,6.526538870105548,0.0025330829110065327,Protein tyrosine kinase/Protein kinase domain containing protein  putative,Chr10_core_Tb427v10,S_TKc
7606,Tb427_050040500,0.2031648517634716,8.106722372354241,0.03750749190557435,Cation transporter/ATPase  N-terminus/E1-E2 ATPase/haloacid dehalogenase-like hydrolase/Cation transport ATPase (P-type)/Cation transporting ATPase  C-terminus  putative,Chr5_core_Tb427v10,HAD_like superfamily
7607,Tb427_100129700,0.20358068981123006,6.524848934038282,0.010026629966051429,hypothetical protein  conserved,Chr10_core_Tb427v10,
7608,Tb427_100150600,0.20437654683531545,7.111262133782133,0.009180147533154891,WD domain  G-beta repeat  putative,Chr10_core_Tb427v10,WD40 superfamily; WD40; WD40
7609,Tb427_110153900,0.20448637849723206,5.238813563185985,0.027081024301953308,Rhodanese-like domain containing protein  putative,Chr11_core_Tb427v10,RHOD superfamily
7610,Tb427_100087000,0.20488571249236112,8.31263302501457,0.0135556717067136,Prolyl oligopeptidase  N-terminal beta-propeller domain/Prolyl oligopeptidase family  putative,Chr10_core_Tb427v10,PreP superfamily
7611,Tb427_020008900,0.2050631308241454,7.30042105695623,0.00546589301603764,Phosphatidylinositol 3- and 4-kinase/FATC domain containing protein  putative,Chr2_core_Tb427v10,PIKKc_ATM; FATC
7612,Tb427_030015400,0.20535399886616496,5.432637810692212,0.005737561618058191,Protein kinase domain/Protein tyrosine kinase/Fungal protein kinase  putative,Chr3_core_Tb427v10,S_TKc
7613,Tb427_100023000,0.20538509450016854,6.433535473112848,0.004027467679595377,hypothetical protein  conserved,Chr10_core_Tb427v10,LRR_RI superfamily
7614,Tb427_000639400,0.20547257786816608,5.123598576951001,0.01774689807374692,Retrotransposon hot spot protein  putative,unitig_166_Tb427v10,RHSP superfamily
7615,Tb427_100088400,0.2055927643555369,6.5199789290477534,0.00646573340408472,Bromodomain  putative,Chr10_core_Tb427v10,Bromodomain
7616,Tb427_090047400,0.20579592473279024,5.8338650388393205,0.011593205470875056,hypothetical protein  conserved,Chr9_core_Tb427v10,
7617,Tb427_100133800,0.20580295614193844,6.428666920112583,0.0031452047994382022,DnaJ domain containing protein  putative,Chr10_core_Tb427v10,DnaJ
7618,Tb427_100158400,0.2062135894393785,2.8174275861806213,0.19572621752398986,hypothetical protein  conserved,Chr10_core_Tb427v10,
7619,Tb427_060009900,0.20628235342894014,7.431653481581089,0.0069302094491550965,hypothetical protein  conserved,Chr6_core_Tb427v10,
7620,Tb427_100031100,0.2063526341258336,7.2851022599518975,0.0051597813706272064,hypothetical protein  conserved,Chr10_core_Tb427v10,SMC_prok_B superfamily; Smc superfamily
7621,Tb427_010018100,0.2064119615006481,10.623088623702188,0.014728869797177316,Tubulin/FtsZ family  GTPase domain/Tubulin C-terminal domain containing protein  putative,Chr1_core_Tb427v10,PTZ00010
7622,Tb427_010014900,0.2064811269941507,6.95400731553007,0.004625872228244867,MORN repeat  putative,Chr1_core_Tb427v10,COG4642 superfamily
7623,Tb427_070024900,0.20654736398276974,4.096104891891247,0.109613197661916,SET domain containing protein  putative,Chr7_core_Tb427v10,SET_LSMT
7624,Tb427_100168100,0.2066994496033624,6.078970406300137,0.005395317416051849,Pex2 / Pex12 amino terminal region containing protein  putative,Chr10_core_Tb427v10,Pex2_Pex12; mRING_PEX12
7625,Tb427_060045000,0.20686130024837496,7.6264082925952605,0.011935325386397123,SGT1 protein/Tetratricopeptide repeat/STI1 domain containing protein  putative,Chr6_core_Tb427v10,PLN03088 superfamily; SGT1; STI1
7626,Tb427_080073700,0.20686242980792174,6.958719346942375,0.0040446919898025355,ERCC4 domain containing protein  putative,Chr8_core_Tb427v10,XPF_nuclease_Mus81; SAP
7627,Tb427_110100100,0.2070913950279951,7.811884941078535,0.01135375579152007,hypothetical protein  conserved,Chr11_core_Tb427v10,PHA03307 superfamily
7628,Tb427_110066300,0.207402484715996,9.050608274008663,0.04209046568001298,Ribosomal protein S8  putative,Chr11_core_Tb427v10,PTZ00158
7629,Tb427_070041000,0.20748271695823792,6.305295436054453,0.002028335924083186,hypothetical protein  conserved,Chr7_core_Tb427v10,
